selling_price,year,km_driven,mileage,engine,max_power,age,Diesel,Electric,LPG,Petrol,Manual,5seats,>5seats
4.65,2016,51000,17,1198,73.75,6,0,0,0,1,1,1,0
2.1,2011,66000,20.36,1197,78.9,11,0,0,0,1,1,1,0
3.9,2015,60000,25.2,1248,74,7,1,0,0,0,1,1,0
4.3,2014,66251,19.1,1197,85.8,8,0,0,0,1,1,1,0
18,2019,26000,13.68,2393,147.8,3,1,0,0,0,1,0,1
17.25,2019,4500,16.1,1353,138,3,0,0,0,1,1,1,0
2.65,2009,78000,12.9,1799,130,13,0,0,0,1,0,1,0
3.25,2016,27648,32.26,998,58.3,6,0,0,0,0,1,0,0
17.75,2016,58000,11.36,2755,171.5,6,1,0,0,0,0,0,1
7.85,2017,13420,17.5,1199,88.7,5,0,0,0,1,1,1,0
19.95,2018,45000,11.36,2755,171.5,4,1,0,0,0,0,0,1
12.5,2018,57645,16.36,2179,120,4,1,0,0,0,1,0,1
4.25,2014,64000,22.54,1396,88.73,8,1,0,0,0,1,1,0
15.95,2019,18000,17,1956,138.1,3,1,0,0,0,1,1,0
4.91,2016,32700,18.7,1199,88.7,6,0,0,0,1,1,1,0
4.6,2014,35000,23.59,1364,67.06,8,1,0,0,0,1,1,0
0.72308,2014,53994,25.4,624,37.48,8,0,0,0,1,1,0,0
4.7,2013,83000,19.08,1582,126.32,9,1,0,0,0,0,1,0
4.4,2013,69000,16.47,1198,73.9,9,0,0,0,1,1,1,0
3.65,2013,38872,18.6,1199,88.76,9,0,0,0,1,1,1,0
18,2016,86012,19.16,2494,157.7,6,0,0,0,1,0,1,0
4.7,2015,52000,18.6,1197,81.83,7,0,0,0,1,1,1,0
1.6,2010,62000,19.7,796,46.3,12,0,0,0,1,1,1,0
0.99,2010,40000,16,995,63,12,0,0,0,1,1,1,0
1,2006,135000,13.4,1794,125,16,0,0,0,1,1,1,0
5.5,2018,20000,16.5,1198,86.8,4,0,0,0,1,0,1,0
1.35,2009,66500,17.92,1086,62.1,13,0,0,0,1,1,1,0
3.4,2015,50000,23.2,1248,73.94,7,1,0,0,0,1,1,0
4.5,2015,44000,19.1,1197,85.8,7,0,0,0,1,1,1,0
3.3,2013,60000,21.64,1461,84.8,9,1,0,0,0,1,1,0
7.31,2018,30000,22.54,1396,88.73,4,1,0,0,0,1,1,0
3.75,2013,77755,23.4,1248,74,9,1,0,0,0,1,1,0
4.9,2016,55000,18.6,1197,81.83,6,0,0,0,1,1,1,0
9.45,2019,11000,24.3,1248,88.5,3,1,0,0,0,1,1,0
4.5,2014,96434,26,1498,98.6,8,1,0,0,0,1,1,0
20.9025,2019,9500,16.78,1995,190,3,1,0,0,0,0,1,0
2.75,2010,100000,12.9,1799,130,12,0,0,0,1,0,1,0
4.25,2013,33456,15.5,1198,86.7,9,0,0,0,1,0,1,0
20.9025,2018,42000,17.32,1968,138.13,4,1,0,0,0,1,1,0
4.8,2013,35225,18.88,999,123.37,9,0,0,0,1,1,1,0
6.25,2015,54000,21.66,1498,103.52,7,1,0,0,0,0,1,0
2.5,2011,29338,18.4,1198,86.8,11,0,0,0,1,1,1,0
2.41,2013,80000,23.08,1461,63.1,9,1,0,0,0,1,1,0
5.45,2017,42000,18.6,1197,81.83,5,0,0,0,1,1,1,0
4.75,2018,28000,23.84,1199,83.83,4,0,0,0,1,0,1,0
2.5,2013,63000,26.6,998,58.16,9,0,0,0,0,1,1,0
4.3,2017,35000,18.9,1197,81.86,5,0,0,0,0,1,1,0
10.75,2018,40000,21.4,1493,113.42,4,1,0,0,0,1,1,0
8.75,2015,45000,15.29,1591,121.3,7,0,0,0,1,1,1,0
3.75,2016,69000,31.79,998,58.2,6,0,0,0,0,1,1,0
4.25,2010,73000,11.7,2354,177.6,12,0,0,0,1,0,1,0
4.8,2019,35000,23.1,998,67.04,3,0,0,0,1,0,1,0
6.75,2017,22597,16.3,1497,121,5,0,0,0,1,0,1,0
2.95,2014,60000,19.4,1198,86.8,8,0,0,0,1,1,1,0
3.1,2013,70000,24,1186,73.97,9,1,0,0,0,1,1,0
9,2011,32000,16.07,1995,181,11,1,0,0,0,0,0,0
3.45,2019,13931,20.71,799,53.26,3,0,0,0,1,1,1,0
6.9,2016,40000,17.8,1497,117.3,6,0,0,0,1,1,1,0
1.25,2008,79000,17.92,1086,62.1,14,0,0,0,1,1,1,0
5.25,2015,33794,18.6,1197,81.83,7,0,0,0,1,1,1,0
6.9,2013,51000,17.1,1591,121.3,9,0,0,0,1,1,1,0
2.35,2016,36000,22.7,799,53.64,6,0,0,0,1,1,1,0
2.35,2009,55000,13.9,1599,103.2,13,0,0,0,1,1,1,0
11.75,2013,48000,16.55,1968,147.51,9,1,0,0,0,0,1,0
5.65,2018,35833,21.4,1197,83.1,4,0,0,0,1,1,1,0
5.85,2008,74000,12,5461,388,14,0,0,0,1,0,0,0
9.9,2013,93000,10.5,2835,107.2,9,1,0,0,0,1,0,1
3.2,2013,105000,22.9,1248,74,9,1,0,0,0,1,1,0
3.75,2013,65000,19.01,1461,108.45,9,1,0,0,0,1,1,0
5.75,2013,69300,16,2179,140,9,1,0,0,0,1,0,1
12.9,2017,35000,15.4,1997,120,5,1,0,0,0,1,0,1
3.15,2017,28239,33.44,796,40.3,5,0,0,0,0,1,0,0
10.7,2017,33000,19.67,1582,126.2,5,1,0,0,0,1,1,0
6,2017,32000,18.6,1197,81.83,5,0,0,0,1,1,1,0
0.74,2005,74000,17.3,1061,64,17,0,0,0,1,1,1,0
13.75,2016,50000,13.68,2393,147.51,6,1,0,0,0,1,0,1
8.4,2013,50000,12.99,2494,100.6,9,1,0,0,0,1,0,1
3.6,2014,55000,20.36,1197,78.9,8,0,0,0,1,1,1,0
3,2014,80000,21.9,1396,88.8,8,1,0,0,0,1,1,0
1.99,2011,50000,15.6,1196,70,11,0,0,0,1,1,1,0
3.45,2008,80000,12.8,2354,177.6,14,0,0,0,1,1,1,0
4.21,2016,36000,20.4,1197,81.8,6,0,0,0,1,1,1,0
11.6,2012,140000,12.55,2982,168.7,10,1,0,0,0,0,0,1
2.35,2010,47000,17,1197,80,12,0,0,0,1,1,1,0
5.7,2018,30000,20.89,1197,81.8,4,0,0,0,1,1,1,0
20.9025,2018,25000,20.68,1995,190,4,1,0,0,0,0,1,0
4.99,2014,58000,20.45,1461,83.8,8,1,0,0,0,1,1,0
20.9025,2016,20010,18.53,1968,187.74,6,1,0,0,0,0,1,0
1.89,2013,15000,22.74,796,47.3,9,0,0,0,1,1,1,0
5.25,2013,55000,19.3,1461,84.8,9,1,0,0,0,1,0,1
5.2,2016,63000,24.2,1498,98.6,6,1,0,0,0,1,0,1
20.9025,2018,8000,15.04,1991,183,4,0,0,0,1,0,1,0
7.5,2019,9800,18.3,1199,88.76,3,0,0,0,1,0,1,0
14.75,2019,22360,15.1,2179,152.87,3,1,0,0,0,0,0,1
3.5,2015,37499,21.79,998,67.05,7,0,0,0,1,1,1,0
15,2009,65000,7.94,4395,450,13,0,0,0,1,0,0,0
2,2010,50000,20,1968,108.5,12,1,0,0,0,1,1,0
4.65,2012,30917,22.32,1582,126.3,10,1,0,0,0,1,1,0
5.5,2013,91000,16,2179,140,9,1,0,0,0,1,0,1
4,2015,80000,23.59,1364,67.05,7,1,0,0,0,1,1,0
7,2016,50000,24.3,1248,88.5,6,1,0,0,0,1,1,0
6.5,2013,80133,12.99,2494,100.6,9,1,0,0,0,1,0,1
2.98,2017,50000,23.95,998,67.05,5,0,0,0,1,1,1,0
2.4,2010,75000,16.1,1197,85,12,0,0,0,1,1,1,0
12.65,2012,51000,12.55,2982,168.5,10,1,0,0,0,0,0,1
3.25,2014,55000,24,1120,70,8,1,0,0,0,1,1,0
20.9025,2017,3700,15.1,1798,178,5,0,0,0,1,0,1,0
20.9025,2017,45500,18.25,1968,187.74,5,1,0,0,0,0,1,0
2.68,2013,59654,19.81,1086,68.05,9,0,0,0,1,1,1,0
2.31,2012,49000,20.51,998,67.04,10,0,0,0,1,1,1,0
20.9025,2018,46000,17.32,1968,138.13,4,1,0,0,0,1,1,0
7.65,2018,42000,24.3,1248,88.5,4,1,0,0,0,1,1,0
6.25,2017,29000,16.78,1496,88.73,5,0,0,0,1,1,1,0
1.15,2010,58000,15.2,1193,65,12,0,0,0,1,1,1,0
3.2,2011,72000,17,1497,118,11,0,0,0,1,1,1,0
5.5,2016,90000,23.65,1248,88.5,6,1,0,0,0,1,1,0
2.3,2012,65000,21.79,998,67.05,10,0,0,0,1,1,1,0
15.5,2017,65000,11.36,2755,171.5,5,1,0,0,0,0,0,1
6,2019,70000,17.3,1497,121,3,1,0,0,0,1,0,1
7.5,2017,50000,19.34,1462,103,5,0,0,0,1,1,0,1
7.25,2016,25000,23.9,1582,126.2,6,1,0,0,0,1,1,0
10.5,2019,12000,18,998,118.35,3,0,0,0,1,1,1,0
20.9025,2018,48000,10.91,3198,197,4,1,0,0,0,0,0,1
6.9,2013,66612,14.5,1797,147.5,9,0,0,0,1,0,1,0
4.7,2016,33000,21.4,1197,83.1,6,0,0,0,1,1,1,0
5.54,2013,67000,16.3,1797,147.5,9,0,0,0,1,1,1,0
8.25,2018,10000,24.3,1248,88.5,4,1,0,0,0,1,1,0
3.24,2012,55000,17,1197,80,10,0,0,0,1,1,1,0
5.9,2017,48000,15,1598,103.52,5,0,0,0,1,1,1,0
4.65,2016,52306,17.8,1198,86.7,6,0,0,0,1,1,1,0
5.9,2014,49000,16.55,2498,105,8,1,0,0,0,1,0,1
6.2,2017,19843,22,1197,81.8,5,0,0,0,1,0,1,0
13.5,2009,51000,10.13,3498,364.9,13,0,0,0,1,0,1,0
20.9025,2018,34000,22.48,1995,187.74,4,1,0,0,0,0,1,0
4.25,2018,33955,33.54,998,67.04,4,0,0,0,0,1,1,0
20.9025,2019,18000,22.48,1995,187.74,3,1,0,0,0,0,1,0
3.5,2014,58000,25.8,1498,98.6,8,1,0,0,0,1,1,0
5.2,2016,26000,16.5,1198,86.8,6,0,0,0,1,0,1,0
10.99,2014,53000,12.98,2494,178.3,8,0,0,0,1,0,1,0
13,2018,18000,16,2179,140,4,1,0,0,0,0,0,1
5.11,2015,61000,26.21,1248,88.5,7,1,0,0,0,1,1,0
4.25,2016,48000,18.6,1199,88.76,6,0,0,0,1,1,1,0
13.75,2012,36000,17.68,1968,174.33,10,1,0,0,0,0,1,0
3.52,2010,57000,16.8,1497,118,12,0,0,0,1,0,1,0
3.95,2015,27000,21.5,1197,81.8,7,0,0,0,1,0,1,0
4.5,2012,74100,17.1,1591,121.4,10,0,0,0,1,0,1,0
20.9025,2017,55000,22.48,1995,187.74,5,1,0,0,0,0,1,0
8.95,2019,19608,17,1591,121.3,3,0,0,0,1,1,1,0
3.05,2013,72600,20.54,1598,103.6,9,1,0,0,0,1,1,0
7,2018,15000,21.4,1197,83.1,4,0,0,0,1,0,1,0
4.65,2014,59484,15.04,1598,103.2,8,0,0,0,1,1,1,0
4.5,2015,57429,19.1,1197,85.8,7,0,0,0,1,1,1,0
10.5,2017,110000,19.67,1582,126.2,5,1,0,0,0,1,1,0
4.9,2019,11000,18.9,1197,81.86,3,0,0,0,1,1,1,0
4.5,2013,90000,20.77,1248,88.8,9,1,0,0,0,1,0,1
6.5,2015,80484,18,1497,117.3,7,0,0,0,1,0,1,0
14.75,2014,75000,14.84,2143,170,8,1,0,0,0,0,1,0
5.9,2017,55000,21.21,1197,81.8,5,0,0,0,1,0,1,0
4.25,2016,54540,18.9,1197,82,6,0,0,0,1,1,1,0
17.25,2019,13000,13.96,1451,141,3,0,0,0,1,0,1,0
4.5,2015,80000,22.77,1498,98.59,7,1,0,0,0,1,1,0
1,2011,70000,25,1396,69,11,1,0,0,0,1,1,0
5.15,2015,66000,17.3,1497,117.3,7,0,0,0,1,1,0,1
4.5,2016,64000,22,1197,81.8,6,0,0,0,1,1,1,0
5.59,2014,61200,14.53,1798,138.1,8,0,0,0,1,1,1,0
4,2012,60000,21.43,1364,87.2,10,1,0,0,0,1,1,0
4.8,2013,47754,22.7,1498,89.84,9,1,0,0,0,1,1,0
2.9,2014,86461,20.51,998,67.04,8,0,0,0,1,1,1,0
3,2018,40746,25.17,799,53.3,4,0,0,0,1,1,1,0
6.5,2017,31000,18.6,1197,81.83,5,0,0,0,1,1,1,0
2.35,2013,44000,20,1399,68.1,9,1,0,0,0,1,1,0
9,2019,21000,23.7,1493,98.6,3,1,0,0,0,1,1,0
16.5,2016,49000,13.01,2199,194.3,6,1,0,0,0,0,0,1
6,2018,23000,21.01,1197,81.8,4,0,0,0,1,1,1,0
12.75,2012,63000,11.74,1796,186,10,0,0,0,1,0,1,0
8.75,2019,17000,18.27,998,118.35,3,0,0,0,1,1,1,0
3.5,2012,100000,16.8,1497,116.4,10,0,0,0,1,1,1,0
2.85,2014,65000,24.4,1120,71,8,1,0,0,0,1,1,0
2.9,2012,46000,18.06,1198,75,10,0,0,0,1,1,1,0
2.9,2013,28000,19.4,1198,86.8,9,0,0,0,1,1,1,0
5.95,2018,35759,22,1197,81.8,4,0,0,0,1,0,1,0
4.65,2017,30000,20.89,1197,81.8,5,0,0,0,1,1,1,0
7.65,2017,50000,17.4,1497,117.6,5,0,0,0,1,1,1,0
13.49,2014,60004,19.27,2143,170,8,1,0,0,0,0,1,0
1.85,2012,34000,18.6,1199,79.4,10,0,0,0,1,1,1,0
14.65,2014,55000,13.2,2400,215,8,1,0,0,0,0,1,0
10.7,2011,83000,12,1991,184,11,0,0,0,1,0,1,0
5.95,2012,62000,13.01,2199,194.3,10,1,0,0,0,0,0,1
9.5,2018,19000,23,1498,98.96,4,1,0,0,0,1,1,0
4.1,2018,30300,18.15,1198,82,4,0,0,0,1,1,0,1
16.75,2016,80260,14.67,1798,177.46,6,0,0,0,1,0,1,0
8.49,2018,10000,17.5,1199,88.7,4,0,0,0,1,1,1,0
3.65,2014,42000,25.2,1248,74,8,1,0,0,0,1,1,0
4.65,2014,62091,22.7,1498,89.84,8,1,0,0,0,1,1,0
5,2015,90000,26.21,1248,88.5,7,1,0,0,0,1,1,0
3,2012,47000,16.95,1197,78.9,10,0,0,0,1,0,1,0
6,2017,36000,21.4,1197,83.1,5,0,0,0,1,0,1,0
7.75,2016,40000,21.38,1396,88.7,6,1,0,0,0,1,1,0
4.4,2015,56000,20.46,1461,83.8,7,1,0,0,0,1,1,0
8.7,2016,25000,18,1497,117.3,6,0,0,0,1,0,1,0
19.95,2016,85000,19.16,2494,158.2,6,0,0,0,1,0,1,0
4.52,2015,54500,23.26,1197,88.5,7,0,0,0,1,1,1,0
5.75,2018,20002,22,1197,81.8,4,0,0,0,1,1,1,0
9,2019,11000,23.8,1498,78.9,3,1,0,0,0,0,1,0
2.3,2013,13910,20.92,998,67.1,9,0,0,0,1,1,1,0
3.47,2015,79855,20.51,998,67.04,7,0,0,0,1,1,1,0
15.25,2020,9000,17.8,1493,113.4,2,1,0,0,0,0,1,0
3.1,2013,7103,19.4,1198,86.8,9,0,0,0,1,1,1,0
1.6,2014,90000,10.9,796,5,8,0,0,0,0,1,0,1
8.95,2018,9000,17,1198,108.5,4,0,0,0,1,0,1,0
20.9025,2018,15000,11.5,2996,362,4,0,0,0,1,0,1,0
9.7,2013,64000,20.58,1995,143,9,1,0,0,0,0,1,0
7.85,2017,15800,17,1497,121.31,5,0,0,0,1,1,1,0
1.2,2011,22500,19.7,796,46.3,11,0,0,0,1,1,1,0
7.5,2016,63000,21.38,1396,88.7,6,1,0,0,0,1,1,0
0.85,2006,20000,19.7,796,46.3,16,0,0,0,1,1,1,0
5.25,2018,16000,22,1197,81.8,4,0,0,0,1,1,1,0
4.5,2015,32000,21.14,1498,103.52,7,1,0,0,0,1,1,0
7.1,2017,64000,28.09,1248,88.5,5,1,0,0,0,1,1,0
4.25,2015,40000,18,1198,86.7,7,0,0,0,1,1,1,0
14.5,2020,8000,20.8,1493,113.4,2,1,0,0,0,1,1,0
3.6,2013,58000,22.9,1248,74,9,1,0,0,0,1,1,0
4.35,2014,38000,17.5,1298,85.8,8,0,0,0,1,1,1,0
4.5,2015,50168,25.2,1248,74,7,1,0,0,0,1,1,0
4.09,2013,66733,19.01,1461,108.45,9,1,0,0,0,1,1,0
1.9,2008,73000,16.1,1476.327401,5,14,0,0,0,1,1,1,0
6.35,2017,10000,17.45,1493,100,5,1,0,0,0,1,0,1
4.4,2016,6600,18.9,1197,82,6,0,0,0,1,1,1,0
4.9,2016,65000,18.49,1493,100,6,1,0,0,0,1,0,1
20.9025,2018,55000,22.48,1995,187.74,4,1,0,0,0,0,1,0
8.25,2017,28000,23.9,1582,126.2,5,1,0,0,0,1,1,0
2.9,2013,97797,23.59,1476.327401,5,9,1,0,0,0,1,1,0
6.25,2014,58232,15.1,2179,140,8,1,0,0,0,1,0,1
5.25,2014,60000,19.01,1461,108.5,8,1,0,0,0,1,1,0
4.85,2018,15161,21.63,998,67.04,4,0,0,0,1,1,1,0
3.25,2014,56000,24,1120,70,8,1,0,0,0,1,1,0
2.95,2016,29000,15.1,1196,73,6,0,0,0,0,1,1,0
20.9025,2015,60000,9.4,1999,237.36,7,0,0,0,1,0,1,0
3.53,2013,73536,22.9,1248,74,9,1,0,0,0,1,1,0
4.6,2013,47000,22.7,1498,89.84,9,1,0,0,0,1,1,0
9.25,2015,60000,15.4,2179,120,7,1,0,0,0,1,0,1
6.5,2012,78000,16.96,1968,138.1,10,1,0,0,0,0,1,0
10.99,2014,85000,13.01,2199,194.3,8,1,0,0,0,0,0,1
4.15,2013,51235,19.01,1461,108.45,9,1,0,0,0,1,1,0
4.85,2017,37500,25,1197,82,5,0,0,0,1,1,1,0
20.9025,2017,30000,17.9,2143,136,5,1,0,0,0,0,1,0
5.5,2014,59000,25.1,1498,98.6,8,1,0,0,0,1,1,0
5.85,2015,51000,22.15,1498,108.6,7,1,0,0,0,0,1,0
5.25,2015,75000,17.21,1197,103.5,7,0,0,0,1,0,1,0
20.9025,2016,35000,11.3,2987,254.8,6,1,0,0,0,0,0,1
20.9025,2019,2300,17.09,1995,188,3,1,0,0,0,0,0,0
5.79,2018,41000,18.6,1197,81.83,4,0,0,0,1,1,1,0
2.5,2012,40000,17.92,1086,62.1,10,0,0,0,1,1,1,0
11.75,2020,4600,17.8,1498,119.35,2,0,0,0,1,1,1,0
3.7,2011,58000,13.4,1798,157.8,11,0,0,0,1,1,1,0
4,2010,42000,13.1,1798,157.8,12,0,0,0,1,1,1,0
4.95,2013,68000,16.02,1373,93.7,9,0,0,0,1,1,0,1
2.45,2009,62380,13.5,1799,130,13,0,0,0,1,1,1,0
2.12,2012,106559,23.2,1248,73.94,10,1,0,0,0,1,1,0
5,2014,25000,18.9,1197,82,8,0,0,0,1,1,1,0
18.9,2015,49000,18.88,1995,184,7,1,0,0,0,0,1,0
1.85,2006,84800,16.1,1197,85,16,0,0,0,1,1,1,0
10,2016,30000,15.4,2179,120,6,1,0,0,0,1,0,1
12,2013,38000,14.84,2143,170,9,1,0,0,0,0,1,0
6.8,2016,64000,19.87,1461,83.8,6,1,0,0,0,1,1,0
14.5,2019,28000,16,1368,160,3,0,0,0,1,1,1,0
4.95,2017,32000,17.8,1198,86.7,5,0,0,0,1,1,1,0
7.35,2017,35000,17.21,1197,103.6,5,0,0,0,1,0,1,0
3,2013,82200,21.5,1248,88.8,9,1,0,0,0,1,1,0
20.9025,2017,71000,12.07,2967,241.4,5,1,0,0,0,0,0,1
3.9,2015,42000,18,1198,86.7,7,0,0,0,1,1,1,0
5,2017,70000,21.4,1197,83.1,5,0,0,0,1,1,1,0
20.9025,2018,28000,8.9,2996,333,4,0,0,0,1,0,0,1
4.51,2014,81360,22.7,1498,89.84,8,1,0,0,0,1,1,0
8.4,2018,33000,25.5,1498,98.6,4,1,0,0,0,1,1,0
6.25,2018,28000,23.26,1197,88.5,4,0,0,0,1,1,1,0
2.5,2011,62000,17.5,1298,85.8,11,0,0,0,1,1,1,0
2.75,2012,42000,21.9,1396,90,10,1,0,0,0,1,1,0
3.5,2017,33200,26.2,998,58.2,5,0,0,0,0,1,1,0
18,2019,25000,15.1,2179,152.87,3,1,0,0,0,0,0,1
5.2,2015,30000,21.4,1197,83.1,7,0,0,0,1,1,1,0
7.45,2018,52000,24.3,1248,88.5,4,1,0,0,0,1,1,0
3.59,2013,135880,23.2,1248,73.94,9,1,0,0,0,1,1,0
19.85,2020,8700,10,2000,250,2,0,0,0,1,1,0,0
8.99,2012,66000,15.8,2148,170,10,1,0,0,0,1,1,0
6.75,2017,68100,24.3,1248,88.5,5,1,0,0,0,1,1,0
2.65,2011,62000,19.3,1248,73.9,11,1,0,0,0,1,1,0
6.55,2016,47061,21.4,1197,83.1,6,0,0,0,1,0,1,0
4.45,2020,8268,20.3,1086,68.07,2,0,0,0,1,1,1,0
3.75,2016,36000,23.1,998,67.04,6,0,0,0,1,1,1,0
5.5,2008,59869,10.6,2996,258,14,0,0,0,1,0,1,0
2.9,2017,43616,25.17,799,53.3,5,0,0,0,1,1,1,0
12.9,2012,75000,18.88,1995,184,10,1,0,0,0,0,1,0
5.8,2015,43000,17.43,1396,105.5,7,0,0,0,1,1,1,0
5.7,2016,92000,21.4,1197,83.1,6,0,0,0,1,1,1,0
6.5,2018,45178,18.7,1199,88.7,4,0,0,0,1,1,1,0
4.65,2016,54000,24,1120,70,6,1,0,0,0,1,1,0
4.25,2012,47000,17,1497,118,10,0,0,0,1,1,1,0
8,2012,60000,17.05,1995,184,10,1,0,0,0,0,1,0
9.25,2016,52000,13,1591,121.3,6,0,0,0,1,1,1,0
20.9025,2016,50000,10.91,3198,197,6,1,0,0,0,0,0,1
3.15,2011,62000,16.47,1198,73.9,11,0,0,0,1,1,1,0
4.15,2013,63000,20.45,1461,83.8,9,1,0,0,0,1,1,0
8.25,2010,67000,11.5,2982,171,12,1,0,0,0,1,0,1
5.65,2014,65554,22.7,1498,89.84,8,1,0,0,0,1,1,0
3.41,2014,75854,23.4,1248,74,8,1,0,0,0,1,1,0
6.45,2017,26000,18.5,1197,83.14,5,0,0,0,1,0,1,0
4.25,2010,62521,11.1,2354,142,12,0,0,0,1,0,1,0
4.86,2015,52000,18.6,1197,81.83,7,0,0,0,1,1,1,0
5.5,2019,35000,19.5,1199,88.76,3,0,0,0,1,1,1,0
20.9025,2016,55000,17.9,2143,201.15,6,1,0,0,0,0,1,0
1.84,2013,58000,21.12,1248,88.8,9,1,0,0,0,1,1,0
11.75,2017,65000,16,1997,140,5,1,0,0,0,0,0,1
5.8,2019,19000,17.8,1198,86.7,3,0,0,0,1,1,1,0
3.65,2014,70000,25.2,1248,74,8,1,0,0,0,1,1,0
4.99,2016,29842,18.5,1197,82.9,6,0,0,0,1,1,1,0
8.35,2018,35000,24.3,1248,88.5,4,1,0,0,0,0,1,0
2.99,2016,47000,20.71,799,53.64,6,0,0,0,1,1,1,0
3.5,2015,147000,24,1120,70,7,1,0,0,0,1,1,0
10.75,2018,26000,17.4,1497,117.6,4,0,0,0,1,0,1,0
4.85,2009,60000,12.5,1991,147.9,13,1,0,0,0,0,0,1
1.9,2012,65000,25.44,936,57.6,10,1,0,0,0,1,1,0
3.25,2013,78000,23.4,1248,74,9,1,0,0,0,1,1,0
5,2014,50000,21.9,1396,88.76,8,1,0,0,0,1,1,0
6,2013,50000,15.1,2179,140,9,1,0,0,0,1,0,1
1.5,2010,60000,18.9,1061,67,12,0,0,0,1,1,1,0
2.1,2011,52000,26.2,998,58.2,11,0,0,0,0,1,1,0
4.95,2013,35000,17,1497,118,9,0,0,0,1,1,1,0
11.75,2017,360101,21.43,1364,87.2,5,1,0,0,0,1,1,0
20.9025,2018,8000,14.74,1991,181.04,4,0,0,0,1,0,1,0
3.3,2013,48000,13.7,1399,98.82,9,0,0,0,1,1,0,1
7.6,2017,62000,23.9,1582,126.2,5,1,0,0,0,1,1,0
8.8,2019,11687,14.23,1498,104.55,3,0,0,0,1,1,1,0
3.4,2014,70000,22.54,1396,88.76,8,1,0,0,0,1,1,0
20.9025,2019,15500,14.24,2755,174.5,3,1,0,0,0,1,0,1
9.4,2018,43000,17,1591,121.3,4,0,0,0,1,1,1,0
0.95,2009,75000,18,995,62,13,0,0,0,1,1,1,0
15.9,2017,51000,11.36,2755,171.5,5,1,0,0,0,0,0,1
20.9025,2018,15000,11,2987,258,4,1,0,0,0,0,0,1
3.35,2018,33124,25.17,799,53.3,4,0,0,0,1,1,1,0
12.9,2019,1470,15.8,1591,121.3,3,0,0,0,1,1,1,0
3.78,2014,73956,25.2,1248,74,8,1,0,0,0,1,1,0
2.65,2014,64000,18.9,998,67.1,8,0,0,0,1,1,1,0
2.75,2015,15000,22.74,796,47.3,7,0,0,0,1,1,1,0
2.35,2012,73500,19.81,1086,68.05,10,0,0,0,1,1,1,0
6.26,2014,49000,20.73,1373,91.2,8,0,0,0,1,1,1,0
4.65,2017,32000,20.89,1197,81.8,5,0,0,0,1,1,1,0
7.25,2017,35000,17.8,1497,117.3,5,0,0,0,1,1,1,0
2.9,2013,80849,22.54,1396,88.76,9,1,0,0,0,1,1,0
6.75,2017,24000,21.01,1197,81.8,5,0,0,0,1,1,1,0
4.8,2017,30000,23.84,1199,83.83,5,0,0,0,1,0,1,0
20.9025,2015,46000,15.26,2143,203.2,7,1,0,0,0,0,1,0
6.1,2015,71678,25.1,1498,98.6,7,1,0,0,0,1,1,0
4.65,2016,65000,18.6,1197,85.8,6,0,0,0,1,1,1,0
6.85,2016,60000,24.3,1248,88.5,6,1,0,0,0,1,1,0
3.85,2013,30500,22,1197,81.8,9,0,0,0,1,1,1,0
3.9,2017,47000,20.51,998,67,5,0,0,0,1,0,1,0
4,2014,76500,20.34,1498,103.2,8,1,0,0,0,1,1,0
2.4,2013,80000,23.08,1461,63.1,9,1,0,0,0,1,1,0
14.3,2019,29000,16,1368,160,3,0,0,0,1,1,1,0
6.75,2016,37000,15.85,1499,110.4,6,0,0,0,1,1,1,0
3.35,2008,80000,12.8,2354,177.6,14,0,0,0,1,1,1,0
7.45,2017,56239,17.8,1497,117.3,5,0,0,0,1,1,1,0
7.15,2020,3000,19.5,1199,88.76,2,0,0,0,1,1,1,0
18,2015,30000,17.11,1968,174.33,7,1,0,0,0,0,1,0
20.9025,2019,27000,11.36,2755,171.5,3,1,0,0,0,0,0,1
17.25,2014,50500,17.68,1968,174.33,8,1,0,0,0,0,1,0
8.35,2015,65000,17.6,1582,126.2,7,1,0,0,0,0,1,0
1.35,2007,88525,13.4,1794,125,15,0,0,0,1,1,1,0
9.25,2019,16000,17,1497,121.31,3,0,0,0,1,1,1,0
6.5,2017,25000,28.4,1248,74.02,5,1,0,0,0,1,1,0
20.9025,2018,19100,16.77,2993,261.49,4,1,0,0,0,0,1,0
8.75,2018,60000,22.1,1396,88.7,4,1,0,0,0,1,1,0
7.25,2017,44000,24.52,1248,88.5,5,1,0,0,0,1,0,1
7.8,2012,67000,11.74,1796,186,10,0,0,0,1,0,1,0
1.85,2008,71000,15,1586,104.68,14,0,0,0,1,1,1,0
5.49,2015,89000,26,1498,98.6,7,1,0,0,0,1,1,0
3.1,2011,72000,14,2498,112,11,1,0,0,0,1,0,1
7.5,2017,29000,20.73,1373,91.2,5,0,0,0,1,1,1,0
9.5,2018,58000,21.5,1498,108.5,4,1,0,0,0,0,1,0
5.1,2018,49000,17.71,1197,78.9,4,0,0,0,1,1,1,0
5.4,2017,33528,21.4,1197,83.1,5,0,0,0,1,1,1,0
3.9,2015,61000,19.1,1197,81.86,7,0,0,0,1,1,1,0
4.89,2017,43733,20.4,1197,81.8,5,0,0,0,1,1,1,0
7.81,2019,10000,19.56,1197,81.8,3,0,0,0,1,0,1,0
3.49,2013,65001,21.9,1396,88.76,9,1,0,0,0,1,1,0
